"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"288",2.21599151225011e-31,0.973738714913714,0.339,0.192,1.66066403928024e-27,"T-Cells","PACS1"
"289",7.24554197280215e-30,0.904884974200473,0.227,0.098,5.42980915441793e-26,"T-Cells","CMIP"
"290",1.11675763158225e-28,0.933032808024252,0.309,0.171,8.3689816910774e-25,"T-Cells","CAMK1D"
"291",5.49507782696761e-28,1.01398802857151,0.242,0.114,4.11801132352952e-24,"T-Cells","ATP8A1"
"292",9.58946199638748e-28,0.883819166866943,0.197,0.081,7.18634282009278e-24,"T-Cells","CYTH1"
"293",5.79118352626666e-27,0.916852016436916,0.217,0.096,4.33991293458423e-23,"T-Cells","NEDD9"
"294",6.5079788004753e-26,0.915904440857519,0.179,0.073,4.87707931307619e-22,"T-Cells","MBP"
"295",1.69141748377883e-24,0.8671105127328,0.197,0.087,1.26754826234386e-20,"T-Cells","OXNAD1"
"296",4.06365889201856e-24,1.00084965485027,0.165,0.067,3.04530597367871e-20,"T-Cells","TNFAIP8"
"297",9.22902494094355e-23,0.967861558347555,0.261,0.142,6.9162312907431e-19,"T-Cells","ATM"
"298",1.14298886196652e-22,0.865954253644501,0.139,0.051,8.56555853157713e-19,"T-Cells","STK10"
"299",1.76527450259333e-21,0.934172949757694,0.165,0.071,1.32289671224344e-17,"T-Cells","MRPL1"
"300",5.5517261294365e-21,0.939984809349308,0.277,0.165,4.16046356139971e-17,"T-Cells","EPB41"
"301",0,2.28325571648295,1,0.552,0,"Pericytes","DLC1"
"302",0,2.14764025063264,0.974,0.088,0,"Pericytes","GUCY1A2"
"303",0,1.98192683146818,0.959,0.072,0,"Pericytes","EGFLAM"
"304",0,1.93220260266634,0.987,0.119,0,"Pericytes","NR2F2-AS1"
"305",0,1.929296820366,1,0.337,0,"Pericytes","PLA2G5"
"306",0,1.91313002078036,0.778,0.074,0,"Pericytes","KCNAB1"
"307",0,1.90399030287329,0.917,0.071,0,"Pericytes","RGS5"
"308",0,1.88224492309748,0.837,0.063,0,"Pericytes","CARMN"
"309",0,1.86701397576708,0.997,0.221,0,"Pericytes","EPS8"
"310",0,1.85287858087985,0.985,0.198,0,"Pericytes","FRMD3"
"311",0,1.76042686382959,0.954,0.14,0,"Pericytes","MIR4435-2HG"
"312",0,1.74695843933912,0.955,0.123,0,"Pericytes","PDGFRB"
"313",0,1.73749680545044,0.878,0.078,0,"Pericytes","MYO1B"
"314",0,1.72776462573648,0.941,0.12,0,"Pericytes","CPM"
"315",0,1.63431397416617,0.766,0.056,0,"Pericytes","RP11-759A24.3"
"316",0,1.61858191023222,0.769,0.068,0,"Pericytes","SLC16A12"
"317",0,1.57538964399768,0.618,0.038,0,"Pericytes","ADAMTS12"
"318",0,1.52952068993935,0.846,0.104,0,"Pericytes","GUCY1A3"
"319",0,1.50664813058186,0.909,0.143,0,"Pericytes","FAM65C"
"320",0,1.47945867508737,0.541,0.023,0,"Pericytes","PTH1R"
"321",0,1.46284682709999,0.921,0.218,0,"Pericytes","ABCC9"
"322",0,1.44779548019574,0.998,0.546,0,"Pericytes","PDZD2"
"323",0,1.43964902096403,0.574,0.051,0,"Pericytes","STEAP4"
"324",0,1.43746006557571,0.818,0.126,0,"Pericytes","MAP1B"
"325",0,1.4004658708911,0.562,0.033,0,"Pericytes","BMP5"
"326",0,1.39520663939671,0.842,0.147,0,"Pericytes","ADAMTS9"
"327",0,1.39506866395802,0.721,0.084,0,"Pericytes","DAAM2"
"328",0,1.37665598766457,0.45,0.023,0,"Pericytes","RP11-1101K5.1"
"329",0,1.32580163431504,0.445,0.034,0,"Pericytes","SHISA6"
"330",0,1.31482289647784,0.485,0.027,0,"Pericytes","NOTCH3"
"331",0,1.31035052213292,0.66,0.082,0,"Pericytes","RGL3"
"332",0,1.30586347581714,0.806,0.14,0,"Pericytes","DENND2A"
"333",0,1.29750884235392,0.612,0.067,0,"Pericytes","CLMN"
"334",0,1.29574770984501,0.874,0.178,0,"Pericytes","EBF2"
"335",0,1.29247977893002,0.68,0.111,0,"Pericytes","RP11-444D3.1"
"336",0,1.28926254348213,0.728,0.106,0,"Pericytes","NGF"
"337",0,1.27718360393286,0.466,0.037,0,"Pericytes","CD38"
"338",0,1.27404033500364,0.66,0.16,0,"Pericytes","RAD51B"
"339",0,1.26047840020563,0.432,0.028,0,"Pericytes","ENPEP"
"340",0,1.24819467981848,0.657,0.104,0,"Pericytes","ARHGAP42"
"341",0,1.23467028587526,0.457,0.036,0,"Pericytes","GJC1"
"342",0,1.22714187749746,0.54,0.071,0,"Pericytes","KLHL23"
"343",0,1.20527389429426,0.387,0.029,0,"Pericytes","LMOD1"
"344",0,1.20248511647186,0.533,0.058,0,"Pericytes","RNF152"
"345",0,1.18939133813099,0.562,0.089,0,"Pericytes","PAG1"
"346",0,1.17941782936706,0.482,0.049,0,"Pericytes","SPECC1"
"347",0,1.17724674967071,0.749,0.164,0,"Pericytes","ARHGAP6"
"348",0,1.17226119864221,0.659,0.156,0,"Pericytes","STK39"
"349",0,1.16554359900048,0.383,0.029,0,"Pericytes","NFASC"
"350",0,1.16069373221717,0.97,0.431,0,"Pericytes","PDE1C"
"351",0,1.15244175883289,1,0.595,0,"Pericytes","CALD1"
"352",0,1.15074710083557,0.673,0.139,0,"Pericytes","SH3RF1"
"353",0,1.14740531292557,0.925,0.249,0,"Pericytes","APBB2"
"354",0,1.1353088090744,0.542,0.093,0,"Pericytes","SLC12A2"
"355",0,1.12702226099802,0.331,0.025,0,"Pericytes","DCBLD1"
"356",0,1.12680990294472,0.611,0.124,0,"Pericytes","ARHGEF7"
"357",0,1.11794638679571,0.936,0.283,0,"Pericytes","PTEN"
"358",0,1.11038640224742,0.439,0.059,0,"Pericytes","P2RY14"
"359",0,1.10254710244692,0.937,0.409,0,"Pericytes","ARHGAP10"
"360",0,1.10013141421733,0.474,0.068,0,"Pericytes","EPHA3"
"361",0,1.09498305775384,0.633,0.109,0,"Pericytes","MSC-AS1"
"362",0,1.08543765327284,0.681,0.134,0,"Pericytes","ADAMTSL3"
"363",0,1.07999467694348,0.42,0.048,0,"Pericytes","DSCAML1"
"364",0,1.06443475235966,0.38,0.04,0,"Pericytes","SMIM12"
"365",0,1.06065942823878,0.837,0.271,0,"Pericytes","KALRN"
"366",0,1.05519183296583,0.517,0.098,0,"Pericytes","SOX5"
"367",0,1.05359036427221,0.392,0.051,0,"Pericytes","THBS4"
"368",0,1.04257727600068,0.41,0.057,0,"Pericytes","CNTN4"
"369",0,1.04179784885261,0.572,0.095,0,"Pericytes","ARHGAP15"
"370",0,1.03149582186769,0.299,0.02,0,"Pericytes","GUCY1B3"
"371",0,1.03024363985413,0.995,0.374,0,"Pericytes","EBF1"
"372",0,1.02577805942318,0.384,0.056,0,"Pericytes","LIPA"
"373",0,1.02514625777892,0.61,0.141,0,"Pericytes","PACSIN2"
"374",0,1.02331537249461,0.438,0.073,0,"Pericytes","PLCE1"
"375",0,1.01776765147368,0.99,0.378,0,"Pericytes","MAML2"
"376",0,1.01532590221948,0.783,0.231,0,"Pericytes","HIP1"
"377",0,1.01374730945029,0.51,0.085,0,"Pericytes","SPARC"
"378",0,1.01207701680969,0.515,0.114,0,"Pericytes","UBA2"
"379",0,1.00922385827519,0.276,0.024,0,"Pericytes","THSD7B"
"380",0,1.00542270250753,0.272,0.016,0,"Pericytes","FAM162B"
"381",0,1.00518896056847,0.506,0.08,0,"Pericytes","DACH1"
"382",0,0.996674375962769,0.328,0.036,0,"Pericytes","ACTA2"
"383",0,0.99665551613596,0.557,0.11,0,"Pericytes","COL5A3"
"384",0,0.993367507480809,0.311,0.032,0,"Pericytes","ARHGEF17"
"385",0,0.989034242940308,0.915,0.327,0,"Pericytes","UTRN"
"386",0,0.988939339159631,0.999,0.563,0,"Pericytes","LHFP"
"387",0,0.985106934392221,0.394,0.052,0,"Pericytes","RAPGEF5"
"388",0,0.984710611504383,0.254,0.018,0,"Pericytes","AGTR1"
"389",0,0.983627761532597,0.299,0.023,0,"Pericytes","ANO1"
"390",0,0.980790715051777,0.3,0.022,0,"Pericytes","LINC01197"
"391",0,0.969574419235986,0.345,0.049,0,"Pericytes","EDNRA"
"392",0,0.966008323577349,0.711,0.204,0,"Pericytes","RAPH1"
"393",0,0.962685290716512,0.598,0.151,0,"Pericytes","SLC39A11"
"394",0,0.959341308484387,0.975,0.44,0,"Pericytes","PARD3"
"395",0,0.95803712785641,0.759,0.254,0,"Pericytes","PDE7B"
"396",0,0.951566070872782,0.424,0.094,0,"Pericytes","LIN7A"
"397",0,0.944167802811209,0.393,0.065,0,"Pericytes","TLE1"
"398",0,0.943976610865736,0.637,0.211,0,"Pericytes","FIGN"
"399",0,0.943408555996624,0.339,0.049,0,"Pericytes","GGT5"
"400",0,0.941246278602212,0.334,0.041,0,"Pericytes","CTB-113P19.1"
"401",0,2.99930314014652,0.895,0.066,0,"Macrophages","F13A1"
"402",0,2.6622092622052,0.83,0.054,0,"Macrophages","FMN1"
"403",0,2.598227420008,0.917,0.187,0,"Macrophages","RBPJ"
"404",0,2.59243248040266,0.758,0.029,0,"Macrophages","CD163"
"405",0,2.52273631695713,0.771,0.038,0,"Macrophages","MRC1"
"406",0,2.15513168117418,0.703,0.047,0,"Macrophages","RBM47"
"407",0,2.01376288033468,0.786,0.158,0,"Macrophages","FRMD4B"
"408",0,1.79563885038449,0.689,0.138,0,"Macrophages","SLC9A9"
"409",0,1.7635369349595,0.537,0.03,0,"Macrophages","TBXAS1"
"410",0,1.74980346788475,0.493,0.02,0,"Macrophages","MS4A6A"
"411",0,1.73012236035267,0.497,0.025,0,"Macrophages","MSR1"
"412",0,1.72123690868695,0.589,0.08,0,"Macrophages","COLEC12"
"413",0,1.68973657358783,0.435,0.013,0,"Macrophages","MS4A4E"
"414",0,1.68664443969119,0.515,0.04,0,"Macrophages","MARCH1"
"415",0,1.67632138815833,0.492,0.038,0,"Macrophages","KCNMA1"
"416",0,1.63494061842906,0.507,0.037,0,"Macrophages","IQGAP2"
"417",0,1.62611720966565,0.484,0.041,0,"Macrophages","MERTK"
"418",0,1.62137983805107,0.492,0.048,0,"Macrophages","RAB31"
"419",0,1.60245818649903,0.39,0.016,0,"Macrophages","LYVE1"
"420",0,1.59593738025776,0.676,0.179,0,"Macrophages","MAN1A1"
"421",0,1.57745546253675,0.448,0.022,0,"Macrophages","PIK3R5"
"422",0,1.57555207892657,0.451,0.032,0,"Macrophages","SLCO2B1"
"423",0,1.55328454143019,0.812,0.303,0,"Macrophages","ZEB2"
"424",0,1.53782910655922,0.418,0.022,0,"Macrophages","ATP8B4"
"425",0,1.53108139007471,0.412,0.016,0,"Macrophages","SYK"
"426",0,1.51702707632744,0.553,0.104,0,"Macrophages","MYO5A"
"427",0,1.51241458632446,0.465,0.035,0,"Macrophages","MYO1F"
"428",0,1.4645143948924,0.509,0.089,0,"Macrophages","AP2A2"
"429",0,1.46095743387476,0.389,0.03,0,"Macrophages","STAB1"
"430",0,1.45112281482655,0.47,0.073,0,"Macrophages","DIRC3"
"431",0,1.43515032870535,0.395,0.035,0,"Macrophages","DOCK2"
"432",0,1.43355053588277,0.375,0.019,0,"Macrophages","SLC11A1"
"433",0,1.4296728830991,0.831,0.404,0,"Macrophages","DPYD"
"434",0,1.42874795111699,0.429,0.043,0,"Macrophages","DOCK8"
"435",0,1.42675969206132,0.41,0.032,0,"Macrophages","ARHGAP18"
"436",0,1.37855742606921,0.383,0.03,0,"Macrophages","SMAP2"
"437",0,1.36564162298963,0.44,0.091,0,"Macrophages","SIPA1L1"
"438",0,1.36393011402317,0.64,0.161,0,"Macrophages","GNAQ"
"439",0,1.35850031458809,0.536,0.138,0,"Macrophages","RNF149"
"440",0,1.35796791930242,0.428,0.062,0,"Macrophages","TBC1D14"
"441",0,1.34881964331982,0.308,0.011,0,"Macrophages","VSIG4"
"442",0,1.34325932401004,0.35,0.02,0,"Macrophages","ALOX5"
"443",0,1.34301600140198,0.427,0.051,0,"Macrophages","P2RY14"
"444",0,1.34177065146935,0.349,0.027,0,"Macrophages","PLTP"
"445",0,1.3349893940446,0.444,0.062,0,"Macrophages","SRGAP2"
"446",0,1.33421823994038,0.662,0.258,0,"Macrophages","DLEU2"
"447",0,1.32708886003311,0.46,0.074,0,"Macrophages","CHST11"
"448",0,1.2991634351978,0.304,0.008,0,"Macrophages","FGD2"
"449",0,1.29873544587731,0.346,0.019,0,"Macrophages","PTPRC"
"450",0,1.29044566559948,0.802,0.377,0,"Macrophages","C10orf11"
"451",0,1.28746862493362,0.3,0.013,0,"Macrophages","KYNU"
"452",0,1.28430777161977,0.481,0.089,0,"Macrophages","ARHGAP15"
"453",0,1.28160805787868,0.535,0.169,0,"Macrophages","MTSS1"
"454",0,1.27863484298376,0.299,0.019,0,"Macrophages","FYB"
"455",0,1.27568296736855,0.381,0.048,0,"Macrophages","CTSB"
"456",0,1.27527594342995,0.642,0.197,0,"Macrophages","TRPS1"
"457",0,1.26516916720293,0.742,0.323,0,"Macrophages","LDLRAD4"
"458",0,1.25853952676337,0.561,0.121,0,"Macrophages","CPM"
"459",0,1.24026868798288,0.693,0.222,0,"Macrophages","ELMO1"
"460",0,1.23923905318767,0.354,0.05,0,"Macrophages","THBS1"
"461",0,1.23102670035722,0.397,0.109,0,"Macrophages","MPPED2"
"462",0,1.21857377125254,0.389,0.066,0,"Macrophages","EPB41L3"
"463",0,1.20749361053728,0.41,0.07,0,"Macrophages","MCTP1"
"464",0,1.20450900531415,0.3,0.016,0,"Macrophages","TGFBI"
"465",0,1.20296027765517,0.46,0.106,0,"Macrophages","RUNX1"
"466",0,1.19915477613832,0.342,0.081,0,"Macrophages","PDE4B"
"467",0,1.19185589011764,0.351,0.045,0,"Macrophages","DOCK11"
"468",0,1.18442836589565,0.459,0.127,0,"Macrophages","AGFG1"
"469",0,1.17862797923449,0.408,0.1,0,"Macrophages","TNS3"
"470",0,1.17362725152555,0.916,0.548,0,"Macrophages","FKBP5"
"471",0,1.17129995303685,0.286,0.036,0,"Macrophages","CD163L1"
"472",0,1.14636206987336,0.422,0.082,0,"Macrophages","CMIP"
"473",0,1.14231902615213,0.799,0.319,0,"Macrophages","PLXDC2"
"474",0,1.14186762927171,0.495,0.197,0,"Macrophages","RGL1"
"475",0,1.14174907859693,0.309,0.035,0,"Macrophages","TET3"
"476",0,1.13311847735752,0.547,0.204,0,"Macrophages","ZSWIM6"
"477",0,1.12839061083611,0.29,0.027,0,"Macrophages","AOAH"
"478",0,1.12553470144623,0.244,0.011,0,"Macrophages","HCLS1"
"479",0,1.11953433395802,0.281,0.026,0,"Macrophages","DAPK1"
"480",0,1.10830966999798,0.472,0.173,0,"Macrophages","FAM49B"
"481",0,1.10620982433643,0.429,0.104,0,"Macrophages","IRAK3"
"482",0,1.10573546182044,0.472,0.149,0,"Macrophages","MAML3"
"483",0,1.10205940316494,0.312,0.039,0,"Macrophages","VAV3"
"484",0,1.09674717006926,0.526,0.206,0,"Macrophages","ATG7"
"485",0,1.08595214538343,0.351,0.099,0,"Macrophages","PDGFC"
"486",0,1.08553704587851,0.423,0.083,0,"Macrophages","FLI1"
"487",0,1.08480104483738,0.429,0.125,0,"Macrophages","RNF130"
"488",0,1.08235354702966,0.249,0.022,0,"Macrophages","KCNE1"
"489",0,1.0770402614415,0.281,0.031,0,"Macrophages","C22orf34"
"490",0,1.07453870468071,0.238,0.014,0,"Macrophages","CSF2RA"
"491",0,1.06382491260942,0.291,0.033,0,"Macrophages","ADAP2"
"492",0,1.05863185599453,0.311,0.048,0,"Macrophages","SPTLC2"
"493",0,1.04731591153414,0.241,0.013,0,"Macrophages","HCK"
"494",0,1.04130407251063,0.276,0.026,0,"Macrophages","RHBDF2"
"495",0,1.02676230518428,0.295,0.041,0,"Macrophages","SRGAP2B"
"496",0,1.0196376547038,0.272,0.026,0,"Macrophages","INPP5D"
"497",0,1.0134880611674,0.471,0.156,0,"Macrophages","CAMK1D"
"498",0,1.01166726392339,0.333,0.061,0,"Macrophages","VOPP1"
"499",0,1.00971182581462,0.444,0.196,0,"Macrophages","NAV2"
"500",0,0.980736048671786,0.239,0.026,0,"Macrophages","SKAP2"
"501",0,1.76358267928169,0.989,0.533,0,"Smooth Muscle Cells","DLC1"
"502",0,1.73475726665322,0.597,0.076,0,"Smooth Muscle Cells","GUCY1A2"
"503",0,1.63972989354878,0.496,0.067,0,"Smooth Muscle Cells","EGFLAM"
"504",0,1.59978209508966,0.618,0.108,0,"Smooth Muscle Cells","NR2F2-AS1"
"505",0,1.44925711022692,0.668,0.186,0,"Smooth Muscle Cells","FRMD3"
"506",0,1.3816083991153,0.524,0.117,0,"Smooth Muscle Cells","PDGFRB"
"507",0,1.36632893851112,0.394,0.072,0,"Smooth Muscle Cells","RGS5"
"508",0,1.35080758533942,0.896,0.315,0,"Smooth Muscle Cells","PLA2G5"
"509",0,1.28045304568649,0.317,0.067,0,"Smooth Muscle Cells","CARMN"
"510",0,1.27926136074582,0.674,0.21,0,"Smooth Muscle Cells","EPS8"
"511",0,1.27531956130124,0.316,0.077,0,"Smooth Muscle Cells","KCNAB1"
"512",0,1.2710314223917,0.306,0.059,0,"Smooth Muscle Cells","RP11-759A24.3"
"513",0,1.26378164662315,0.477,0.139,0,"Smooth Muscle Cells","MIR4435-2HG"
"514",0,1.25622973579621,0.469,0.118,0,"Smooth Muscle Cells","CPM"
"515",0,1.23214582914608,0.333,0.082,0,"Smooth Muscle Cells","MYO1B"
"516",0,1.23176041991308,0.46,0.143,0,"Smooth Muscle Cells","FAM65C"
"517",0,1.22755391086985,0.464,0.144,0,"Smooth Muscle Cells","ADAMTS9"
"518",0,1.13861721792733,0.49,0.219,0,"Smooth Muscle Cells","ABCC9"
"519",0,1.13064129327651,0.426,0.155,0,"Smooth Muscle Cells","RAD51B"
"520",0,1.12400951678853,0.322,0.11,0,"Smooth Muscle Cells","GUCY1A3"
"521",0,1.12398685010061,0.275,0.074,0,"Smooth Muscle Cells","SLC16A12"
"522",0,1.09749638933557,0.201,0.036,0,"Smooth Muscle Cells","BMP5"
"523",0,1.0896728395066,0.174,0.034,0,"Smooth Muscle Cells","ACTA2"
"524",0,1.08409810227458,0.885,0.534,0,"Smooth Muscle Cells","PDZD2"
"525",0,1.07415571972487,0.241,0.058,0,"Smooth Muscle Cells","IGFBP5"
"526",0,1.03856416118212,0.276,0.108,0,"Smooth Muscle Cells","ARHGAP42"
"527",0,1.02123077878139,0.264,0.085,0,"Smooth Muscle Cells","RGL3"
"528",0,1.01985613265955,0.304,0.11,0,"Smooth Muscle Cells","NGF"
"529",0,0.996108107723285,0.352,0.144,0,"Smooth Muscle Cells","DENND2A"
"530",0,0.993658301034909,0.173,0.03,0,"Smooth Muscle Cells","NOTCH3"
"531",0,0.993185319680936,0.216,0.06,0,"Smooth Muscle Cells","RNF152"
"532",0,0.987825946068235,0.254,0.084,0,"Smooth Muscle Cells","SPARC"
"533",0,0.98392013281964,0.235,0.07,0,"Smooth Muscle Cells","CLMN"
"534",0,0.972800068725746,0.188,0.051,0,"Smooth Muscle Cells","THBS4"
"535",0,0.962461958972485,0.208,0.055,0,"Smooth Muscle Cells","STEAP4"
"536",0,0.91750654458521,0.16,0.04,0,"Smooth Muscle Cells","GJC1"
"537",0,0.897658544670347,0.142,0.03,0,"Smooth Muscle Cells","PTH1R"
"538",0,0.894757166902779,0.154,0.041,0,"Smooth Muscle Cells","CTB-113P19.1"
"539",0,0.869641573436626,0.144,0.031,0,"Smooth Muscle Cells","LMOD1"
"540",0,0.848105676608127,0.879,0.586,0,"Smooth Muscle Cells","CALD1"
"541",0,0.820342300924251,0.487,0.287,0,"Smooth Muscle Cells","PTEN"
"542",0,0.813058384885197,0.121,0.023,0,"Smooth Muscle Cells","LINC01197"
"543",0,0.795941316620179,0.12,0.024,0,"Smooth Muscle Cells","NR2F2"
"544",0,0.777621922523284,0.119,0.026,0,"Smooth Muscle Cells","RP11-394O4.5"
"545",0,0.775522328510597,0.702,0.372,0,"Smooth Muscle Cells","MAML2"
"546",0,0.649013042027053,0.739,0.411,0,"Smooth Muscle Cells","SPARCL1"
"547",0,0.625106302531107,0.629,0.432,0,"Smooth Muscle Cells","PDE1C"
"548",0,0.5979241644074,0.725,0.564,0,"Smooth Muscle Cells","LHFP"
"549",0,0.586753862352849,1,1,0,"Smooth Muscle Cells","MALAT1"
"550",0,0.558644742066337,0.67,0.37,0,"Smooth Muscle Cells","EBF1"
"551",8.08345098610872e-306,0.968900648925569,0.292,0.134,6.05773816898988e-302,"Smooth Muscle Cells","MAP1B"
"552",2.39914090646671e-305,0.91446282336982,0.236,0.091,1.79791619530616e-301,"Smooth Muscle Cells","DAAM2"
"553",9.77663952795473e-297,0.639741868639871,0.536,0.378,7.32661366224927e-293,"Smooth Muscle Cells","TIMP3"
"554",1.10612064946373e-293,0.751800969952728,0.43,0.256,8.28926814708116e-290,"Smooth Muscle Cells","APBB2"
"555",8.73176542499797e-288,0.831797105702386,0.157,0.047,6.54358500949348e-284,"Smooth Muscle Cells","ADAMTS12"
"556",1.99279660788753e-282,0.844420781016293,0.147,0.042,1.49340177795092e-278,"Smooth Muscle Cells","SMIM12"
"557",2.57438689748354e-280,0.768823090714211,0.111,0.025,1.92924554097416e-276,"Smooth Muscle Cells","CPE"
"558",4.16034080809739e-265,0.829622606006707,0.158,0.05,3.11775940158818e-261,"Smooth Muscle Cells","EDNRA"
"559",7.99857880279232e-260,0.825388700462581,0.143,0.042,5.99413495481256e-256,"Smooth Muscle Cells","CD38"
"560",1.76513754279246e-255,0.860547485258272,0.254,0.114,1.32279407456867e-251,"Smooth Muscle Cells","MSC-AS1"
"561",5.97602459179581e-252,0.750263606090356,0.346,0.186,4.47843282909178e-248,"Smooth Muscle Cells","EBF2"
"562",5.29171733894777e-242,0.749875012498818,0.121,0.033,3.96561297380746e-238,"Smooth Muscle Cells","ENPEP"
"563",2.57313314465579e-218,0.742492305627463,0.156,0.055,1.92830597860505e-214,"Smooth Muscle Cells","RAPGEF5"
"564",6.4770797200666e-205,0.705196106647914,0.105,0.029,4.85392354221791e-201,"Smooth Muscle Cells","RP11-1101K5.1"
"565",1.48413709592169e-189,0.650375540850277,0.111,0.033,1.11221233968371e-185,"Smooth Muscle Cells","NFASC"
"566",1.36593916366863e-182,0.722033331629463,0.147,0.055,1.02363480925327e-178,"Smooth Muscle Cells","SPECC1"
"567",1.41202805591601e-177,0.727648415643793,0.359,0.237,1.05817382510346e-173,"Smooth Muscle Cells","HIP1"
"568",1.19383173637947e-166,0.914771210291799,0.112,0.037,8.94657503242776e-163,"Smooth Muscle Cells","MYH11"
"569",2.43506822837622e-155,0.681934374385874,0.206,0.101,1.82484013034514e-151,"Smooth Muscle Cells","ARHGAP15"
"570",1.53813461450566e-153,0.779216932971524,0.17,0.077,1.15267808011054e-149,"Smooth Muscle Cells","PLCE1"
"571",2.01461135341019e-141,0.714955778825118,0.248,0.142,1.5097497482456e-137,"Smooth Muscle Cells","ADAMTSL3"
"572",2.0219531669436e-137,0.569753115973308,0.344,0.23,1.51525170330753e-133,"Smooth Muscle Cells","TFPI"
"573",1.29481403251548e-130,0.653360958904589,0.129,0.053,9.703336359671e-127,"Smooth Muscle Cells","DSCAML1"
"574",9.41401731644057e-123,0.714750164849769,0.138,0.061,7.05486457694057e-119,"Smooth Muscle Cells","CNTN4"
"575",1.41106169324234e-122,0.651708222754346,0.156,0.073,1.05744963291581e-118,"Smooth Muscle Cells","EPHA3"
"576",5.08209494767856e-122,0.717068050563276,0.136,0.06,3.80852195379031e-118,"Smooth Muscle Cells","LIPA"
"577",5.4913481218697e-122,0.74320438439871,0.244,0.148,4.11521628252915e-118,"Smooth Muscle Cells","SH3RF1"
"578",3.5067972236324e-120,0.565453041822919,0.419,0.338,2.62799383939012e-116,"Smooth Muscle Cells","UTRN"
"579",5.50127750876411e-115,0.632834851313111,0.172,0.086,4.12265736506783e-111,"Smooth Muscle Cells","DACH1"
"580",1.39225500971192e-114,0.773576988125895,0.185,0.1,1.04335590427811e-110,"Smooth Muscle Cells","SLC12A2"
"581",1.04534196517765e-111,0.714504269055984,0.21,0.121,7.83379268704128e-108,"Smooth Muscle Cells","RP11-444D3.1"
"582",6.6604010050204e-109,0.627184463206668,0.138,0.064,4.99130451316229e-105,"Smooth Muscle Cells","P2RY14"
"583",1.39485735238049e-104,0.664021180827902,0.203,0.116,1.04530609987394e-100,"Smooth Muscle Cells","COL5A3"
"584",4.01711461770806e-96,0.684100915286084,0.174,0.097,3.01042569451042e-92,"Smooth Muscle Cells","PAG1"
"585",2.86383677973561e-93,0.62956663445855,0.26,0.175,2.14615928273387e-89,"Smooth Muscle Cells","ARHGAP6"
"586",3.09277819642898e-92,0.716867043782893,0.198,0.119,2.31772798040388e-88,"Smooth Muscle Cells","UBA2"
"587",6.17844375577047e-85,0.655300509360148,0.226,0.148,4.63012575057439e-81,"Smooth Muscle Cells","PACSIN2"
"588",2.87601239744152e-75,0.578198842902194,0.119,0.06,2.15528369064268e-71,"Smooth Muscle Cells","CASC15"
"589",5.54984652278022e-75,0.648068670629337,0.144,0.08,4.1590549841715e-71,"Smooth Muscle Cells","KLHL23"
"590",1.38986106484802e-72,0.586748941746893,0.227,0.154,1.0415618819971e-68,"Smooth Muscle Cells","UNC5C"
"591",4.52284823634603e-71,0.569643749649964,0.13,0.07,3.38942246831772e-67,"Smooth Muscle Cells","TLE1"
"592",5.11976838646215e-69,0.642903344300602,0.277,0.213,3.83675442881474e-65,"Smooth Muscle Cells","RAPH1"
"593",4.30955088359334e-68,0.563562622440152,0.121,0.064,3.22957743216485e-64,"Smooth Muscle Cells","ADCY3"
"594",1.53226813740562e-61,0.604955381363243,0.333,0.289,1.14828174217177e-57,"Smooth Muscle Cells","NBEAL1"
"595",2.32390685915464e-56,0.680588515797568,0.223,0.166,1.74153580025049e-52,"Smooth Muscle Cells","STK39"
"596",2.18600916951154e-55,0.579526459281384,0.135,0.081,1.63819527163195e-51,"Smooth Muscle Cells","NEURL1B"
"597",5.09773010836901e-53,0.556144442913236,0.338,0.306,3.82023894321173e-49,"Smooth Muscle Cells","PLCB4"
"598",1.03126820022695e-50,0.636317188370709,0.189,0.133,7.72832389250078e-47,"Smooth Muscle Cells","ARHGEF7"
"599",9.53547363458746e-34,0.564231909068436,0.206,0.164,7.14588394175984e-30,"Smooth Muscle Cells","PDE1A"
"600",7.65043190206607e-23,0.567194674136858,0.133,0.101,5.73323366740831e-19,"Smooth Muscle Cells","LIN7A"
"601",0,2.22645786400505,0.736,0.118,0,"Endothelial Cells","LDB2"
"602",0,2.2175538607517,0.723,0.105,0,"Endothelial Cells","ST6GALNAC3"
"603",0,2.12948002121718,0.628,0.086,0,"Endothelial Cells","VWF"
"604",0,2.09637516891423,0.581,0.06,0,"Endothelial Cells","ANO2"
"605",0,1.97488286668432,0.591,0.065,0,"Endothelial Cells","EMCN"
"606",0,1.83272946722128,0.524,0.059,0,"Endothelial Cells","PTPRB"
"607",0,1.77830413609506,0.627,0.14,0,"Endothelial Cells","ENG"
"608",0,1.74213734608531,0.438,0.054,0,"Endothelial Cells","F8"
"609",0,1.63069036753655,0.422,0.051,0,"Endothelial Cells","ADGRF5"
"610",0,1.59824382218455,0.357,0.044,0,"Endothelial Cells","ID1"
"611",0,1.58721650903579,0.375,0.036,0,"Endothelial Cells","ABCB1"
"612",0,1.55467793663846,0.407,0.055,0,"Endothelial Cells","PECAM1"
"613",0,1.51022155172975,0.348,0.031,0,"Endothelial Cells","CYYR1"
"614",0,1.50731417061415,0.46,0.086,0,"Endothelial Cells","FLT1"
"615",0,1.47660492366162,0.16,0.02,0,"Endothelial Cells","PKHD1L1"
