p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
0,0.661769,0.99,0.227,0,12,CLIC5
0,0.66092849,0.995,0.272,0,12,ROR1
0,0.660837754,0.791,0.064,0,12,AQP4-AS1
0,0.658940158,1,0.368,0,12,TECRL
0,0.658765218,1,0.532,0,12,DLG2
0,0.65876123,1,0.46,0,12,MAGI1
0,0.657990279,0.995,0.243,0,12,TMEM65
0,0.657042821,0.919,0.13,0,12,CORIN
0,0.65659192,0.888,0.11,0,12,RP11-679C8.2
0,0.655060817,0.981,0.173,0,12,FBXO40
0,0.65355117,0.988,0.211,0,12,TBX20
0,0.651863947,0.996,0.229,0,12,MYOM3
0,0.651856514,0.999,0.307,0,12,SLMAP
0,0.651596635,0.973,0.239,0,12,SUMF1
0,0.651335908,0.989,0.184,0,12,NCEH1
0,0.650733373,0.911,0.128,0,12,ADHFE1
0,0.649830479,0.827,0.083,0,12,TBX5
0,0.648430025,0.878,0.112,0,12,SLC38A1
0,0.645660032,0.999,0.309,0,12,TENM2
0,0.642973479,0.991,0.23,0,12,HSDL2
0,0.638522209,0.881,0.102,0,12,GRAMD1B
0,0.638483453,0.902,0.099,0,12,CHST9
0,0.638167312,0.999,0.274,0,12,RGS6
0,0.632281668,1,0.595,0,12,DMD
0,0.631759233,0.97,0.195,0,12,NCKAP5
0,0.629742942,0.999,0.295,0,12,CKMT2
0,0.628959931,0.997,0.302,0,12,KLHL24
0,0.628624178,0.999,0.417,0,12,MEIS2
0,0.625666731,0.964,0.174,0,12,PPP1R9A
0,0.622036489,0.987,0.198,0,12,ACO2
0,0.618899688,0.959,0.156,0,12,PEBP4
0,0.618489904,0.891,0.115,0,12,TRIM54
0,0.617315297,0.96,0.167,0,12,DECR1
0,0.616980821,0.997,0.336,0,12,PLD1
0,0.615214861,0.994,0.237,0,12,LMO7
0,0.614847113,0.951,0.154,0,12,TMEM164
0,0.614161899,0.944,0.197,0,12,ESYT2
0,0.613273702,1,0.538,0,12,CBLB
0,0.61247543,0.977,0.186,0,12,TMEM117
0,0.612294742,0.996,0.27,0,12,MYH7B
0,0.611197954,1,0.449,0,12,FHIT
0,0.606275759,0.679,0.051,0,12,RP11-111E14.1
0,0.605179826,0.999,0.426,0,12,ZNF638
0,0.604312669,1,0.443,0,12,PLCL1
0,0.602579917,0.809,0.08,0,12,GAB3
0,0.602217181,0.766,0.065,0,12,GALNTL6
0,0.601588889,0.75,0.062,0,12,RP11-650J17.1
0,0.601274372,1,0.561,0,12,PLEKHA5
0,0.599714891,0.853,0.103,0,12,SYNDIG1
0,0.599512136,1,0.335,0,12,LRRFIP2
0,0.598104754,0.996,0.224,0,12,PIP5K1B
0,0.597693087,0.81,0.083,0,12,RP11-463D19.1
0,0.597454547,1,0.295,0,12,PPP1R13B
0,0.596023557,0.814,0.091,0,12,RP11-511B23.2
0,0.595959534,1,0.421,0,12,MYOM1
0,0.594819179,0.961,0.168,0,12,KLHL31
0,0.593981478,0.929,0.138,0,12,STK33
0,0.592288724,0.867,0.109,0,12,FAM126B
0,0.592193328,0.814,0.098,0,12,ERAP1
0,0.591967372,0.914,0.125,0,12,CFAP61
0,0.591763423,0.946,0.147,0,12,USP13
0,0.590197415,0.837,0.092,0,12,ADGRL3-AS1
0,0.588763516,0.996,0.295,0,12,ST3GAL1
0,0.588707066,0.86,0.108,0,12,TMEM116
0,0.586127716,0.955,0.166,0,12,CASQ2
0,0.584814152,0.818,0.096,0,12,SLC7A6OS
0,0.583658186,0.87,0.123,0,12,CFLAR-AS1
0,0.583596519,0.738,0.066,0,12,C6
0,0.583026206,0.789,0.079,0,12,CTB-171A8.1
0,0.582416736,0.981,0.223,0,12,FBXL20
0,0.58206347,0.882,0.126,0,12,MTR
0,0.581566943,0.999,0.295,0,12,CPEB4
0,0.580605758,0.999,0.292,0,12,EFNA5
0,0.577901329,0.991,0.264,0,12,JPX
0,0.575921626,0.968,0.203,0,12,LPL
0,0.572733369,0.993,0.22,0,12,C14orf159
0,0.571794658,0.973,0.209,0,12,ANKH
0,0.570074319,0.99,0.237,0,12,FAM13B
0,0.569771983,0.992,0.235,0,12,SLC20A2
0,0.5693965,0.942,0.153,0,12,RP11-141M1.3
0,0.5688672,0.993,0.251,0,12,KAT6B
0,0.568596061,0.774,0.08,0,12,EYA1
0,0.568470498,1,0.475,0,12,PPP1R12B
0,0.567740333,0.995,0.304,0,12,DANT2
0,0.566933088,1,0.472,0,12,FHL2
0,0.565932779,0.602,0.038,0,12,AC093642.6
0,0.564685729,0.996,0.255,0,12,OBSCN
0,0.564229636,0.998,0.322,0,12,ZHX2
0,0.562676757,1,0.486,0,12,MAP4
0,0.562243001,1,0.422,0,12,PDE7A
0,0.561969977,0.982,0.189,0,12,FSD2
0,0.561176616,0.685,0.058,0,12,ST7-AS2
0,0.56050329,0.977,0.211,0,12,OGDH
0,0.56035845,0.57,0.028,0,12,LRRC7
0,0.558942913,0.999,0.343,0,12,WDPCP
0,0.557452771,1,0.462,0,12,CAMK2D
0,0.556798486,0.999,0.367,0,12,KIAA1217
0,0.556478839,0.999,0.295,0,12,MITF
0,0.555943066,0.813,0.1,0,12,DUSP27
0,0.555783842,0.985,0.216,0,12,SLC16A1-AS1
0,0.555688756,0.968,0.193,0,12,BMPR1A
0,0.552466775,0.743,0.073,0,12,SYCP3
0,0.551645038,0.988,0.25,0,12,R3HDM2
0,0.551238064,0.905,0.139,0,12,RP11-815J21.4
0,0.551057392,1,0.355,0,12,RCAN2
0,0.549695024,0.999,0.31,0,12,PKP2
0,0.54929346,0.953,0.174,0,12,KCND3
0,0.548583025,0.997,0.299,0,12,CHPT1
0,0.547251759,0.937,0.15,0,12,STRN
0,0.54474522,0.998,0.353,0,12,GOLGA4
0,0.544481642,0.96,0.192,0,12,MIR646HG
0,0.541195223,0.986,0.226,0,12,THRAP3
0,0.541111514,1,0.446,0,12,MYBPC3
0,0.539726781,0.7,0.061,0,12,MBTPS1
0,0.539567794,0.937,0.164,0,12,RP11-308N19.1
0,0.53899492,1,0.351,0,12,DTNA
0,0.538672824,0.985,0.236,0,12,JAZF1
0,0.538554293,0.989,0.262,0,12,PALMD
0,0.536672211,0.993,0.249,0,12,HOOK2
0,0.535994627,0.999,0.342,0,12,ACYP2
0,0.535800814,0.995,0.258,0,12,PPP2R3A
0,0.535719055,0.995,0.28,0,12,COG5
0,0.534670977,0.987,0.205,0,12,SRL
0,0.534537722,0.948,0.165,0,12,HRAT17
0,0.533911064,0.92,0.146,0,12,MLF1
0,0.533655941,0.839,0.101,0,12,SLC41A1
0,0.532268849,1,0.372,0,12,PDZRN3
0,0.531397261,0.881,0.122,0,12,CTB-178M22.1
0,0.529345181,0.953,0.163,0,12,DOCK3
0,0.528935084,0.891,0.131,0,12,GOT1
0,0.528542804,0.807,0.097,0,12,SHROOM3
0,0.52765474,0.924,0.162,0,12,OSBPL8
0,0.526250897,0.732,0.076,0,12,SLC16A1
0,0.526172179,0.835,0.114,0,12,SEMA3C
0,0.526117633,0.997,0.376,0,12,C10orf11
0,0.526010544,0.831,0.106,0,12,LPCAT3
0,0.524679256,0.879,0.123,0,12,AC012360.6
0,0.523944399,0.985,0.209,0,12,AQP7
0,0.523009245,0.998,0.253,0,12,CBR4
4.86E-287,0.522907977,1,0.453,3.64E-283,12,LDB3
0,0.522569978,0.551,0.044,0,12,PHKG1
0,0.522525494,0.855,0.123,0,12,MRPS25
0,0.522383688,0.996,0.414,0,12,SIK3
0,0.521927637,0.789,0.091,0,12,SLC25A20
0,0.521303664,0.993,0.299,0,12,IGF1R
0,0.519910277,0.963,0.173,0,12,HAND2-AS1
0,0.519149613,0.936,0.177,0,12,AC011288.2
0,0.518691402,0.804,0.099,0,12,PPTC7
0,0.518293602,0.842,0.124,0,12,TMEM168
0,0.518215768,0.986,0.243,0,12,CLASP2
0,0.517012939,0.984,0.229,0,12,CPED1
0,0.516195572,0.795,0.095,0,12,RP11-231C14.7
0,0.515959061,0.838,0.114,0,12,LATS2
0,0.515628377,0.96,0.201,0,12,HOMER1
0,0.515371273,0.531,0.032,0,12,RP11-444A22.1
3.91E-299,0.514686175,1,0.465,2.93E-295,12,PALLD
0,0.514218277,0.936,0.184,0,12,FSTL1
0,0.513851758,0.99,0.247,0,12,DYNC1I1
0,0.51000611,0.999,0.365,0,12,SOX6
0,0.507398505,0.635,0.055,0,12,AZIN1-AS1
0,0.507236992,0.788,0.098,0,12,ZBTB43
0,0.505742034,0.941,0.197,0,12,PPM1K
0,0.505536627,0.98,0.226,0,12,FAM134B
0,0.505262333,1,0.507,0,12,WWOX
0,0.504249383,0.992,0.228,0,12,CTD-3179P9.1
0,0.503278653,0.596,0.048,0,12,FGF12-AS1
0,0.502690993,0.577,0.045,0,12,ANGPTL4
0,0.502520095,0.926,0.165,0,12,NTN4
0,0.50183534,0.715,0.074,0,12,ABHD3
0,0.501624804,1,0.418,0,12,NLGN1
0,0.501527621,0.941,0.186,0,12,HMGN3
0,0.50011034,0.781,0.102,0,12,FBN2
0,0.499600431,0.948,0.168,0,12,HADHA
0,0.498653053,0.662,0.065,0,12,COX10
0,0.498225984,0.951,0.182,0,12,RAF1
0,0.497372823,0.978,0.213,0,12,TNIK
0,0.497226963,0.895,0.137,0,12,ICA1
0,0.496551738,0.513,0.035,0,12,RP11-626E13.1
0,0.495455527,0.611,0.05,0,12,SLC7A2
0,0.494785278,0.558,0.04,0,12,RAB11FIP1
0,0.494733559,0.993,0.267,0,12,UBE2H
0,0.49444537,0.995,0.347,0,12,ELF1
0,0.49406601,0.499,0.03,0,12,RP11-290F5.1
0,0.493856515,0.726,0.08,0,12,STARD7
0,0.493114568,0.971,0.214,0,12,DIP2C
0,0.492745407,0.899,0.149,0,12,NFX1
0,0.491398077,0.899,0.138,0,12,PPARGC1B
0,0.488683733,0.71,0.076,0,12,RAMP1
0,0.488346438,0.902,0.151,0,12,PPP1R1C
0,0.488081672,0.996,0.29,0,12,CRADD
0,0.487492843,0.77,0.093,0,12,ADGRA3
0,0.486285122,0.892,0.139,0,12,ADAM23
0,0.484990612,0.954,0.208,0,12,SLC25A36
0,0.484953714,0.564,0.043,0,12,NFE2L3
0,0.48494154,0.904,0.163,0,12,HACD1
0,0.484337182,0.947,0.194,0,12,USO1
0,0.483979782,0.976,0.199,0,12,ENOX1
0,0.482770585,0.925,0.168,0,12,RHOT1
0,0.482444653,0.832,0.108,0,12,TANGO2
0,0.482262729,0.952,0.181,0,12,MTFR1
0,0.482022555,0.508,0.037,0,12,SLC22A4
0,0.477946712,0.981,0.255,0,12,RP11-1000B6.3
0,0.477773004,0.988,0.272,0,12,WNK1
0,0.477719763,0.905,0.148,0,12,GLYR1
0,0.477005908,0.99,0.238,0,12,NBEA
0,0.476465167,0.917,0.178,0,12,ENOSF1
0,0.475704589,1,0.463,0,12,CDH13
0,0.472558841,0.638,0.065,0,12,RIC3
0,0.469682872,0.96,0.188,0,12,PPP2R5C
0,0.467573005,0.409,0.019,0,12,F5
0,0.467259542,0.997,0.321,0,12,BTBD9
0,0.466337263,0.998,0.303,0,12,CERS6
0,0.464493661,0.836,0.122,0,12,KIF9-AS1
0,0.463822552,0.9,0.147,0,12,SPPL2A
0,0.463579718,0.397,0.017,0,12,RP11-624M8.1
0,0.463061929,0.982,0.224,0,12,KLHL7
0,0.461728829,0.881,0.139,0,12,PALM2-AKAP2
0,0.461324439,0.733,0.092,0,12,MAOB
0,0.459690846,0.985,0.242,0,12,LRBA
0,0.459646753,0.945,0.157,0,12,HECW2
0,0.458865932,0.789,0.104,0,12,PLEKHA1
0,0.458736684,0.425,0.024,0,12,RP13-578N3.3
0,0.458413952,0.721,0.089,0,12,CAT
0,0.45831449,0.9,0.149,0,12,NDRG4
0,0.458003057,0.581,0.052,0,12,PLA2G12A
0,0.457365454,0.835,0.121,0,12,TXLNB
0,0.456907463,0.878,0.142,0,12,PPP1R13L
0,0.454254037,0.968,0.194,0,12,ADPRHL1
0,0.453591991,0.69,0.075,0,12,SYNJ2
0,0.451586577,0.966,0.218,0,12,DOCK5
0,0.451541254,0.746,0.099,0,12,PTPN11
0,0.450747184,0.978,0.231,0,12,TEAD1
0,0.450731968,0.997,0.263,0,12,PACRG
0,0.449517221,0.943,0.175,0,12,WNK2
0,0.44928148,0.946,0.189,0,12,ELAVL1
0,0.448244785,0.995,0.242,0,12,SPHKAP
0,0.446447764,0.951,0.183,0,12,GPI
0,0.446304543,0.767,0.103,0,12,AFG3L2
0,0.445697712,0.893,0.154,0,12,VWC2
0,0.444150105,0.959,0.203,0,12,ARFGEF2
0,0.444148271,0.697,0.08,0,12,SEMA4B
0,0.444105639,0.991,0.308,0,12,PLPP3
0,0.443944179,0.917,0.161,0,12,FAM49B
0,0.443759824,0.96,0.242,0,12,PRKAG2
0,0.442684322,0.854,0.14,0,12,B4GALT1
0,0.441898126,0.513,0.043,0,12,MRPL15
0,0.441569629,0.97,0.211,0,12,TMEM161B-AS1
0,0.440508965,0.681,0.078,0,12,SUGCT
0,0.44041919,0.834,0.13,0,12,ASB15
0,0.438601942,0.697,0.087,0,12,COBL
0,0.437106454,0.968,0.231,0,12,NNT
0,0.435460156,0.711,0.085,0,12,POR
0,0.434958166,0.751,0.109,0,12,SMIM8
0,0.43494189,0.817,0.119,0,12,FGF14
0,0.434051878,0.94,0.182,0,12,NHLRC2
0,0.433866089,0.755,0.1,0,12,USP28
0,0.432942401,0.934,0.182,0,12,ETFA
0,0.43239718,0.887,0.161,0,12,CADM1
0,0.431352717,0.763,0.101,0,12,ZNF680
0,0.429105461,0.883,0.148,0,12,UBE2G1
0,0.427177478,0.837,0.129,0,12,ADCY9
0,0.426180955,0.364,0.022,0,12,GPA33
0,0.426165233,0.483,0.046,0,12,RP11-161I2.1
0,0.425757243,0.539,0.051,0,12,RBM4B
0,0.425651304,0.597,0.065,0,12,TRIM55
0,0.424915207,0.897,0.16,0,12,MAPRE2
0,0.424127435,0.498,0.041,0,12,RP11-664H17.1
0,0.423306159,0.737,0.095,0,12,TMLHE
0,0.423020439,0.81,0.118,0,12,SLC5A1
0,0.421957358,0.756,0.1,0,12,RNF10
0,0.420597453,0.423,0.031,0,12,RP11-439H8.4
0,0.419491462,0.966,0.211,0,12,ITSN2
0,0.419245584,0.567,0.067,0,12,C10orf71
0,0.418932447,0.998,0.366,0,12,CFLAR
0,0.417406333,0.936,0.198,0,12,RNF111
0,0.417148038,0.927,0.173,0,12,WDR60
0,0.416466238,0.898,0.162,0,12,UBE2B
0,0.415614678,0.86,0.144,0,12,TMOD1
0,0.412695358,0.652,0.081,0,12,SRGAP3
0,0.412129712,0.997,0.363,0,12,ANKRD17
0,0.411893667,0.56,0.056,0,12,RP11-296O14.3
0,0.411027211,0.999,0.361,0,12,FBXL17
0,0.410807329,0.814,0.128,0,12,NDUFS4
0,0.410663302,0.757,0.109,0,12,NEDD4L
0,0.410028583,0.48,0.047,0,12,BDNF
0,0.409289339,0.675,0.084,0,12,CNKSR3
0,0.406451552,0.601,0.067,0,12,PAIP2B
0,0.40584277,0.919,0.215,0,12,DISC1
0,0.405816761,0.563,0.059,0,12,FAM179A
0,0.405364233,0.989,0.306,0,12,MBNL2
0,0.404952284,0.904,0.159,0,12,IQCJ-SCHIP1
0,0.404669382,0.795,0.122,0,12,LARP4
0,0.403819012,0.583,0.067,0,12,CRY2
0,0.403708558,0.836,0.135,0,12,PIP5K1A
0,0.403240442,0.999,0.444,0,12,SYNPO2
0,0.402881816,0.83,0.13,0,12,RPL3L
0,0.402426369,0.999,0.4,0,12,LIMCH1
0,0.4023715,0.804,0.119,0,12,ADCY6
0,0.401807126,0.928,0.186,0,12,ZNF721
0,0.401601578,0.777,0.117,0,12,PPP2R5A
0,0.401511482,0.999,0.479,0,12,FOXP1
0,0.400679456,0.796,0.11,0,12,HEG1
0,0.400564448,0.845,0.138,0,12,DENND1B
0,0.400352515,0.718,0.097,0,12,PLIN5
0,0.400229303,0.998,0.364,0,12,FAF1
0,0.400169807,0.793,0.113,0,12,KCNMB2-AS1
0,0.399524414,0.909,0.179,0,12,SMG1
0,0.399265439,0.899,0.163,0,12,RC3H1
0,0.398943978,0.693,0.092,0,12,SORT1
0,0.398321764,0.858,0.146,0,12,MAGED1
0,0.397928062,0.873,0.15,0,12,HNRNPC
0,0.397199446,0.999,0.447,0,12,MEF2A
0,0.396931799,0.54,0.057,0,12,PANK1
0,0.396880362,0.868,0.149,0,12,ATF7IP2
0,0.396863421,0.985,0.253,0,12,GBF1
0,0.396571015,0.994,0.299,0,12,UBR3
0,0.396308408,0.98,0.259,0,12,ACSS3
0,0.395629324,0.958,0.229,0,12,CDK14
0,0.395198026,0.409,0.031,0,12,LINC00571
0,0.395108509,0.801,0.124,0,12,RREB1
0,0.395030087,0.85,0.151,0,12,PARG
0,0.394885285,0.96,0.217,0,12,SLC25A12
0,0.394511561,0.999,0.616,0,12,N4BP2L2
0,0.393453895,0.728,0.099,0,12,RBM24
0,0.392971711,0.617,0.077,0,12,MLK7-AS1
0,0.392749122,0.934,0.177,0,12,STXBP6
0,0.392748897,0.934,0.189,0,12,FOCAD
0,0.39248212,0.632,0.078,0,12,MPHOSPH9
0,0.391936094,0.757,0.106,0,12,CPNE4
0,0.390863966,0.945,0.183,0,12,AC009264.1
0,0.390835569,0.893,0.169,0,12,GBAS
0,0.390606696,0.978,0.267,0,12,PAFAH1B1
0,0.390507315,0.997,0.311,0,12,SCAPER
0,0.390125947,0.987,0.27,0,12,SLC1A3
0,0.389977413,0.755,0.107,0,12,SPTAN1
0,0.389649754,0.999,0.374,0,12,AAK1
0,0.389260677,0.698,0.094,0,12,PDHX
0,0.389004213,0.959,0.24,0,12,CAST
0,0.388402531,0.684,0.089,0,12,MANBA
0,0.388217531,0.958,0.219,0,12,ZNF106
0,0.388160342,0.505,0.049,0,12,PLA2G4C
0,0.387993829,0.958,0.224,0,12,GATA4
0,0.387908776,0.761,0.113,0,12,RP11-381K20.2
0,0.387803635,0.558,0.064,0,12,TP53BP1
0,0.387436089,0.81,0.133,0,12,RP11-701H24.9
0,0.3865117,0.654,0.081,0,12,DTWD2
0,0.386432711,0.728,0.103,0,12,CLCN3
0,0.385900536,0.779,0.12,0,12,EIF2B3
0,0.385261739,0.602,0.073,0,12,PPP1R14C
0,0.384847781,0.909,0.174,0,12,JARID2
0,0.384617708,0.675,0.087,0,12,MAP3K4
0,0.384322749,0.948,0.19,0,12,EDA
0,0.384317482,0.945,0.212,0,12,CCSER2
0,0.383543287,0.963,0.221,0,12,ZNF91
0,0.382869825,0.549,0.06,0,12,PLA2G16
0,0.382511452,0.979,0.272,0,12,FNBP4
0,0.382440115,0.982,0.248,0,12,COMMD1
0,0.382247815,0.692,0.097,0,12,POPDC2
0,0.38214359,0.906,0.177,0,12,FHL1
0,0.381601015,0.984,0.287,0,12,FILIP1L
0,0.381407848,0.87,0.154,0,12,NDUFS1
0,0.381137632,0.938,0.2,0,12,RB1CC1
0,0.38073063,0.993,0.316,0,12,PLCL2
0,0.380668385,0.426,0.04,0,12,B3GALNT1
0,0.380004548,0.995,0.335,0,12,TXNIP
0,0.379660932,0.901,0.171,0,12,GPBP1
0,0.37932451,0.909,0.179,0,12,VPS8
0,0.378580039,0.964,0.241,0,12,PAPD4
0,0.378058544,0.575,0.073,0,12,CTD-2282P23.2
0,0.377987055,0.85,0.145,0,12,RILPL1
0,0.377675749,0.834,0.133,0,12,NMD3
0,0.377528779,0.992,0.306,0,12,MSRB3
0,0.377169262,0.981,0.284,0,12,HIPK3
0,0.377120399,0.821,0.143,0,12,MGAT4C
0,0.377069227,0.867,0.161,0,12,ZNF565
0,0.376933394,0.65,0.086,0,12,IRAK1BP1
0,0.376668995,0.36,0.03,0,12,RP11-445F6.2
0,0.376584233,0.655,0.085,0,12,KIFC3
0,0.376364178,0.411,0.034,0,12,CEACAM19
0,0.376362848,0.82,0.131,0,12,PRDM16
0,0.376145164,0.752,0.112,0,12,EXOG
0,0.376114983,0.99,0.254,0,12,CCDC141
0,0.375614634,0.978,0.261,0,12,CHCHD3
0,0.375547396,0.883,0.175,0,12,LRRC39
0,0.375471778,0.785,0.132,0,12,ADRA1A
0,0.375284919,0.931,0.19,0,12,NHSL1
0,0.37520574,0.706,0.099,0,12,GTF2IRD2B
0,0.375062166,0.739,0.107,0,12,RAP1GAP2
0,0.375025324,0.84,0.147,0,12,IBTK
0,0.374802461,0.998,0.314,0,12,VWA8
0,0.374645967,0.991,0.313,0,12,TBC1D4
0,0.37458187,0.948,0.208,0,12,ARHGAP31
0,0.373920717,0.986,0.282,0,12,SESN1
0,0.372960119,0.731,0.101,0,12,NR6A1
0,0.372751307,0.474,0.048,0,12,EMC10
0,0.372733472,0.644,0.088,0,12,SLCO5A1
0,0.372356763,0.893,0.189,0,12,MAPK8
0,0.371982383,0.505,0.059,0,12,SFXN4
0,0.371798608,0.592,0.072,0,12,ZNF462
0,0.371709531,0.673,0.088,0,12,CERS4
0,0.371248945,0.815,0.136,0,12,FP325317.1
0,0.371240062,0.386,0.031,0,12,TMEM159
0,0.37081972,0.891,0.174,0,12,TDRD3
0,0.370681119,0.868,0.164,0,12,AFF4
0,0.370468916,0.846,0.146,0,12,SPIRE1
0,0.369673845,0.788,0.128,0,12,VEZT
0,0.369571404,0.776,0.125,0,12,ATP1B1
0,0.369459835,0.665,0.096,0,12,SLC4A3
0,0.369402708,0.785,0.128,0,12,NUBPL
0,0.368214008,0.858,0.192,0,12,GPC5
0,0.368195198,0.565,0.071,0,12,CDC42EP3
0,0.368154424,0.804,0.131,0,12,NUDT4
0,0.367833403,0.887,0.171,0,12,CPQ
0,0.36775883,0.974,0.268,0,12,GMDS-AS1
0,0.367507977,0.438,0.045,0,12,EOGT
0,0.366971999,0.687,0.1,0,12,USP31
0,0.366484529,0.626,0.079,0,12,RFX3-AS1
0,0.366416939,0.821,0.138,0,12,ZNF586
0,0.366272347,0.987,0.29,0,12,CH17-189H20.1
0,0.366151587,0.923,0.193,0,12,UBE4B
0,0.365911391,0.966,0.21,0,12,ANKRD1
0,0.365863123,0.414,0.037,0,12,DENND2C
0,0.36576386,0.833,0.142,0,12,PCSK6
0,0.364809241,0.829,0.149,0,12,FOXK2
0,0.364379396,0.635,0.084,0,12,PAFAH1B2
0,0.364314881,0.807,0.13,0,12,WDR37
0,0.364069209,0.361,0.03,0,12,TSIX
0,0.363965117,0.894,0.171,0,12,NBAS
0,0.363944128,0.968,0.241,0,12,HIVEP3
0,0.363928275,0.635,0.074,0,12,PDE4B
0,0.363511751,0.686,0.097,0,12,MDN1
0,0.362979375,0.634,0.081,0,12,IRF2
0,0.36281543,0.978,0.25,0,12,PRKCE
0,0.362169891,0.656,0.089,0,12,CDC14B
0,0.362146107,0.9,0.183,0,12,LCLAT1
0,0.361981099,0.582,0.078,0,12,ATP1A3
0,0.361489507,0.643,0.085,0,12,UBN1
0,0.361098355,0.617,0.085,0,12,KBTBD12
0,0.360001192,0.741,0.106,0,12,ANKUB1
0,0.359910648,0.395,0.038,0,12,CAND2
0,0.35949424,0.734,0.111,0,12,GARNL3
0,0.359144782,0.674,0.093,0,12,ACADM
0,0.358557731,0.776,0.12,0,12,SUPT3H
0,0.357959592,0.96,0.215,0,12,TOM1L2
0,0.357661024,0.642,0.092,0,12,GMPR
0,0.357351545,0.49,0.053,0,12,RP11-410D17.2
0,0.357130836,0.997,0.332,0,12,AKAP9
0,0.356839334,0.677,0.095,0,12,DIAPH1
0,0.356173971,0.607,0.075,0,12,ARHGAP17
0,0.355714168,0.52,0.063,0,12,MCEE
0,0.354782899,0.667,0.091,0,12,CTD-2281M20.1
0,0.353926769,1,0.431,0,12,KANK1
0,0.353728566,0.858,0.159,0,12,TMEM71
0,0.353512368,0.594,0.07,0,12,XKR6
0,0.35335213,0.999,0.406,0,12,PTPRK
0,0.353207577,0.739,0.118,0,12,ANKRD2
0,0.352969354,0.873,0.175,0,12,KDM6A
0,0.352360044,0.845,0.151,0,12,SIL1
0,0.352257854,0.871,0.161,0,12,COA1
9.30E-283,0.352213587,1,0.579,6.97E-279,12,TTN
0,0.352179437,0.861,0.163,0,12,PCGF5
0,0.35136878,0.943,0.212,0,12,CPEB3
0,0.351319947,0.999,0.418,0,12,ERC1
0,0.351257711,0.6,0.084,0,12,GNG12-AS1
0,0.350947532,0.837,0.151,0,12,MEIS1
0,0.350690694,0.846,0.139,0,12,NEK10
0,0.350460483,0.843,0.152,0,12,BTRC
0,0.350426747,0.393,0.036,0,12,ZDHHC11B
0,0.34969408,0.82,0.143,0,12,TYW1
0,0.34751895,0.456,0.062,0,12,C14orf180
0,0.347331305,0.497,0.053,0,12,STPG2
0,0.347140086,0.606,0.078,0,12,DSP
0,0.346094247,0.452,0.047,0,12,AC015849.19
0,0.345493677,0.979,0.221,0,12,RALYL
0,0.345216123,0.729,0.112,0,12,ACSS2
0,0.344965363,0.958,0.233,0,12,MLLT10
0,0.344853871,0.52,0.064,0,12,AC017101.10
0,0.344545095,0.967,0.248,0,12,BRE
0,0.344530099,0.76,0.124,0,12,ADCK3
0,0.344155369,0.384,0.035,0,12,SLC22A5
0,0.34407045,0.734,0.112,0,12,HIVEP2
0,0.343974075,0.656,0.1,0,12,PKIA
0,0.343855246,0.422,0.044,0,12,STX18-AS1
0,0.343619728,0.507,0.061,0,12,RALGPS2
0,0.343316589,0.54,0.067,0,12,LACE1
0,0.343106016,0.915,0.196,0,12,PBX3
0,0.343055132,0.411,0.042,0,12,CYFIP2
0,0.342320333,0.997,0.301,0,12,CHRM2
4.80E-308,0.342050551,1,0.464,3.60E-304,12,DST
0,0.342011962,0.911,0.191,0,12,UBE2D2
0,0.341309294,0.89,0.178,0,12,ZMYND8
0,0.341026095,0.789,0.136,0,12,GPATCH2
0,0.340999761,0.75,0.117,0,12,CKMT2-AS1
0,0.340957935,0.619,0.087,0,12,MAP3K13
0,0.340733373,0.663,0.093,0,12,GYS1
0,0.340684444,0.484,0.057,0,12,EIF4E2
0,0.340531624,0.87,0.166,0,12,LIMS1
0,0.340009193,0.344,0.031,0,12,MURC
0,0.339903287,0.956,0.238,0,12,AHI1
0,0.339727291,0.971,0.251,0,12,RICTOR
0,0.33941968,0.604,0.08,0,12,AP1S2
0,0.339235014,0.413,0.045,0,12,TRPM4
0,0.339039184,0.915,0.194,0,12,ZCCHC11
0,0.338844147,0.831,0.152,0,12,METTL15
0,0.338430658,0.656,0.092,0,12,AC092839.3
0,0.338339909,0.789,0.131,0,12,SUCLG2
0,0.337908911,0.512,0.061,0,12,TMEM120B
0,0.337474291,0.543,0.071,0,12,B3GALNT2
0,0.336957959,0.93,0.205,0,12,C10orf76
0,0.336640064,0.907,0.177,0,12,SCAF8
0,0.336378741,0.779,0.126,0,12,ABCA1
0,0.336024294,0.643,0.102,0,12,RNF207
0,0.335408237,0.864,0.155,0,12,RP13-143G15.4
0,0.335390191,0.83,0.15,0,12,REPS1
0,0.335323108,0.491,0.057,0,12,PIGU
0,0.335170698,0.348,0.029,0,12,PHACTR3
0,0.333442621,0.33,0.028,0,12,LINC01090
0,0.333189194,0.693,0.108,0,12,TMEM182
0,0.333180049,0.381,0.038,0,12,RRP12
0,0.333179907,0.999,0.42,0,12,PXDNL
0,0.333168118,0.317,0.024,0,12,PPP1R42
0,0.332683943,0.618,0.087,0,12,ARMC2
0,0.332555838,0.359,0.034,0,12,AP000462.2
0,0.332093571,0.825,0.143,0,12,SNX6
0,0.331990797,0.813,0.142,0,12,EPB41
0,0.331648785,0.666,0.096,0,12,PEX14
0,0.331550069,0.798,0.139,0,12,TNRC6C
0,0.331412563,0.862,0.153,0,12,RP11-452H21.1
0,0.33127135,0.493,0.06,0,12,ITGB3BP
0,0.331217539,0.571,0.074,0,12,ICE2
